Truth,Decoded
Buongiorno io sono Mario,bugigiororo sonomrio
Prego,prego
Le auguro una buona giornata,lo euro un lo uagorata
Buonasera io sono Mario,buonoeron mario
Quanto costa il biglietto,pero lo lo unilieto
E in offerta costa dieci euro,lo ofraoiro
"Certo volentieri, io lo prendero macchiato",ertnoriro lo prendero mario
Perfetto vorrei comprarne due.,predurn uomarne un
Si grazie e arrivederci,tuonoe rieto
Tutto bene grazie,tutto bene io
Certo ecco a lei vuole un sacchetto,certo lo vuole un cicuo
Prendiamo un caffe al bar,pero lo lo al bar
Purtroppo non lo so pero potresti chiedere all autista,puropono lo lo prosreshi rire lo lo costa
Salve quanto costa quell articolo,preaieio
Tutto bene tu,tutto bene io
Buongiorno io sono Mario,buonionginro sono mario
