Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Si grazie e arrivederci,si ora io e a vederci
Certo ecco a lei vuole un sacchetto,certo ecco a lei lo le un sacchetto
A che ora arriva il pullman,a che ora arriva il pullman
Tutto bene grazie,tutto bene grazie
Prego,prego
Prendiamo un caffe al bar,prendiamo uncafe al bar
Buongiorno io sono Mario,buongiorno io mario
E in offerta costa dieci euro,e in offerta costa dieci euro
Le auguro una buona giornata,le auguro una buona giornata
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie lo stesso
Si grazie e arrivederci,bene graiveiesrci
Salve quanto costa quell articolo,salve quanto costa articolo
A che ora arriva il pullman,a che ora arriva il pullman
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
