Truth,Decoded
Buongiorno io sono Mario,buonionrnrno sono mario
Tutto bene grazie,tutto bene grazie
Buonasera io sono Mario,roaseraio sono mario
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che arriva il pullman
Va bene grazie lo stesso,a e grezaelo stesso
Si grazie e arrivederci,si grazie erarzeo
Quanto costa il biglietto,tutto costa io biglto
Prego,prego
Le auguro una buona giornata,le auguro una buona giornata
Perfetto vorrei comprarne due.,perfetto va lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lei vuole un sucheto
Purtroppo non lo so pero potresti chiedere all autista,puertropon lorero rorestierere autista
Prendiamo un caffe al bar,prendiamo che lo a
Dovrebbe arrivare tra qualche minuto,dovrebearivare a qualche minuto
