Truth,Decoded
Va bene grazie lo stesso,vabtentbene grazie e stesso
Si grazie e arrivederci,si tra si e arviveci
Certo ecco a lei vuole un sacchetto,certo lo e lo uenum ecco
A che ora arriva il pullman,a che ora arriva il pullman
Tutto bene grazie,tutto bene grazie
Prego,prego
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Buongiorno io sono Mario,buona ioioso io sono mario
E in offerta costa dieci euro,e in offerta costa dieci
Le auguro una buona giornata,le auguro una buona giornata
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non so so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie le sono
Si grazie e arrivederci,io graviedeo
Salve quanto costa quell articolo,salve quanto coscul atico
A che ora arriva il pullman,a che ora arriva il pullman
Certo ecco a lei vuole un sacchetto,certo a lo a a lei vuole achto
