Truth,Decoded
Buonasera io sono Mario,renioe io io
E in offerta costa dieci euro,a bene tra
Buongiorno io sono Mario,pero io
Certo ecco a lei vuole un sacchetto,bene iredi
Purtroppo non lo so pero potresti chiedere all autista,a e io costa
Dovrebbe arrivare tra qualche minuto,pero e ereriredo
"Certo volentieri, io lo prendero macchiato",eronori lo lo promaiao
Salve quanto costa quell articolo,selueuoulieto
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo lo poroste e io
Piacere Luigi come stai,pero lo olomaiai
Le auguro una buona giornata,peluoun sono
Quanto costa il biglietto,utoso un io
Dovrebbe arrivare tra qualche minuto,lo so so a so
Buonasera io sono Mario,buonori lo lo mario
Perfetto vorrei comprarne due.,pero onomae
Tutto bene tu,tutoene io
