Truth,Decoded
Piacere Luigi come stai,piacere io stai
Quanto costa il biglietto,pureonoili autista
Buonasera io sono Mario,a riaio bar io un lo mario
Tutto bene tu,prego egti
E in offerta costa dieci euro,e dieci
Va bene grazie lo stesso,a grear grazie io dieci
Dovrebbe arrivare tra qualche minuto,rfeno arrivare che due minuto
Prendiamo un caffe al bar,prendiamo prncafe al bar
Si grazie e arrivederci,si grazivci
Le auguro una buona giornata,e lo un carena giornata
Salve quanto costa quell articolo,a greaquato io lo
Tutto bene grazie,prego benegzi
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto ora comprarne due
