Truth,Decoded
Buongiorno io sono Mario,buongiorno sono mario
Prendiamo un caffe al bar,prendiamo un a lo bar
Perfetto vorrei comprarne due.,peretovrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Tutto bene tu,tutto bene tu
Piacere Luigi come stai,piacerelui come stai
Quanto costa il biglietto,quanto lo il biglietto
Prego,prego
Tutto bene grazie,tutto bene grazie
E in offerta costa dieci euro,e in orfertosta io lo
Dovrebbe arrivare tra qualche minuto,drbonbe arrivare tra quell che minuto
"Certo volentieri, io lo prendero macchiato",ertovolentiri io lo prendero achriato
Va bene grazie lo stesso,tutbene so
Piacere Luigi come stai,piceruo un lo io
A che ora arriva il pullman,a e ora arriva io pullman
Dovrebbe arrivare tra qualche minuto,drvrobe arrivare tra qualche minuto
