Truth,Decoded
Buongiorno io sono Mario,buongnirorn io sono a
Prego,prego
Le auguro una buona giornata,le auguro una buona giornata
Buonasera io sono Mario,buona a lo srenro mario
Quanto costa il biglietto,certo lo lo e aigril autista
E in offerta costa dieci euro,e in aorfera costa dieci euro
"Certo volentieri, io lo prendero macchiato",certo oleteri io lo prendero macchiato
Perfetto vorrei comprarne due.,perfetto lo lei comprarne due
Si grazie e arrivederci,eotre lo e lo a vaeclto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo costa a lei vuole un sacuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Salve quanto costa quell articolo,certo a lo msahto
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buona un io sono mario
