Truth,Decoded
Piacere Luigi come stai,piacere io come stai
Quanto costa il biglietto,purenol io
Buonasera io sono Mario,binoreara io sono mario
Tutto bene tu,peretene io io
E in offerta costa dieci euro,pregiedero
Va bene grazie lo stesso,e e grvaieco lei
Dovrebbe arrivare tra qualche minuto,certo arrivare si qualche minuto
Prendiamo un caffe al bar,prendiamo urnafe bar
Si grazie e arrivederci,pgrezici
Le auguro una buona giornata,tra qurono una io a quanto
Salve quanto costa quell articolo,a quanto due le
Tutto bene grazie,pretgti
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto lei comprarne due
