Truth,Decoded
Va bene grazie lo stesso,lo lo lo lo
Si grazie e arrivederci,lo lo lo lo
Certo ecco a lei vuole un sacchetto,lo lo lo lo lo io
A che ora arriva il pullman,lo lo lo lo
Tutto bene grazie,lo lo io
Prego,lo lo
Prendiamo un caffe al bar,lo io
Buongiorno io sono Mario,lo lo lo lo lo io
E in offerta costa dieci euro,lo
Le auguro una buona giornata,lo lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo lo e e lo
Va bene grazie lo stesso,lo lo
Si grazie e arrivederci,lo lo lo lo
Salve quanto costa quell articolo,lo lo lo
A che ora arriva il pullman,lo lo lo
Certo ecco a lei vuole un sacchetto,lo lo lo lo
