Truth,Decoded
Salve quanto costa quell articolo,certo lo vuole tutto
A che ora arriva il pullman,a che ora arriva il pullman
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,bene azielo stesso
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero porost chiedere al autista
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sicuo
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",preavoidiel alata
A che ora arriva il pullman,a che oarivai io lman
Buongiorno io sono Mario,buona un io
Certo ecco a lei vuole un sacchetto,e reavioaici
Purtroppo non lo so pero potresti chiedere all autista,purep lo lo ora sciciedrl autista
Perfetto vorrei comprarne due.,e a voaoidaiei due
Prego,prego
