Truth,Decoded
Piacere Luigi come stai,piacere io stai
Quanto costa il biglietto,purenilista
Buonasera io sono Mario,a riaioe mario io sono mario
Tutto bene tu,pretegei
E in offerta costa dieci euro,e regvro
Va bene grazie lo stesso,e reza veirci
Dovrebbe arrivare tra qualche minuto,e reazo vroravare due minuto
Prendiamo un caffe al bar,prendiamo uncafe al bar
Si grazie e arrivederci,pgreazi
Le auguro una buona giornata,prego amaire a tra
Salve quanto costa quell articolo,a graneo euro
Tutto bene grazie,preaogzie
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto io lei comprarne due
