Truth,Decoded
Piacere Luigi come stai,piacere io stai
Quanto costa il biglietto,pureletsta
Buonasera io sono Mario,prinra mario
Tutto bene tu,peregei
E in offerta costa dieci euro,prego
Va bene grazie lo stesso,e gvreieo
Dovrebbe arrivare tra qualche minuto,prego vravare a due minuto
Prendiamo un caffe al bar,prendiamo uncafel al
Si grazie e arrivederci,pirezi
Le auguro una buona giornata,preaoamoa io agurnta
Salve quanto costa quell articolo,e requaneo e euro
Tutto bene grazie,pregrti
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
