Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bene grazie
Buonasera io sono Mario,buonasera io sono mario
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Va bene grazie lo stesso,va bene grazie lo stesso
Si grazie e arrivederci,va grazie grarivedesresci
Quanto costa il biglietto,quanto costa io biglto
Prego,prego
Le auguro una buona giornata,le auguro una buona giornata
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole sacchetto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti dhiere autista
Prendiamo un caffe al bar,prendiamo che al bar
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
