Truth,Decoded
Buongiorno io sono Mario,buongiorno lo sono mario
Prego,prego
Le auguro una buona giornata,le auguro una buona giornata
Buonasera io sono Mario,buonasera a so lo mario
Quanto costa il biglietto,tutto costa il biglietto
E in offerta costa dieci euro,e in oferaco io lei euro
"Certo volentieri, io lo prendero macchiato",certo oleteri lo lo prendero macchiato
Perfetto vorrei comprarne due.,perfetorei comprarne due
Si grazie e arrivederci,lo e voaiveirto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,e lo sono a lei vuole un auguro
Prendiamo un caffe al bar,prendiamo un caffe a bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero porostoi chiedere al autista
Salve quanto costa quell articolo,certo lo lo mario
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buongiorno io sono mario
