Truth,Decoded
Piacere Luigi come stai,piacere io come stai
Quanto costa il biglietto,e nilrieto
Buonasera io sono Mario,rintior ora io sono mario
Tutto bene tu,certo le gieto
E in offerta costa dieci euro,preagvie lo
Va bene grazie lo stesso,prazasa iralicosito
Dovrebbe arrivare tra qualche minuto,tra io va vrorare due minuto
Prendiamo un caffe al bar,prendiamo uancafe bar
Si grazie e arrivederci,srezrci
Le auguro una buona giornata,tra quvono caffe a giornata
Salve quanto costa quell articolo,sreguanlo suielie euro
Tutto bene grazie,prego un gzto
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto io vorrei comprarne due
