Truth,Decoded
Buonasera io sono Mario,ertionoe a a lo mario
E in offerta costa dieci euro,e a lei
Buongiorno io sono Mario,pero tu
Certo ecco a lei vuole un sacchetto,piacere auraice io
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo a pero drecre lo autista
Dovrebbe arrivare tra qualche minuto,prego arrivare dlmemuto
"Certo volentieri, io lo prendero macchiato",certo vorrei io io lo ponpero macchiato
Salve quanto costa quell articolo,certo lo io e il aiclo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Piacere Luigi come stai,piacere uigmio come stai
Le auguro una buona giornata,le auguro una buona costa
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,drvrobe arrivare so a che minuto
Buonasera io sono Mario,lo oasera lo io sono mario
Perfetto vorrei comprarne due.,pertovr lei comprarne un
Tutto bene tu,tutto bene tu
