Truth,Decoded
Buonasera io sono Mario,lo io
E in offerta costa dieci euro,pero
Buongiorno io sono Mario,e io
Certo ecco a lei vuole un sacchetto,e io
Purtroppo non lo so pero potresti chiedere all autista,pero e
Dovrebbe arrivare tra qualche minuto,pero e io io
"Certo volentieri, io lo prendero macchiato",lo lo lo lo lo lo
Salve quanto costa quell articolo,certo lo lo io
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo lo lo lo e e lo
Piacere Luigi come stai,lo lo e a
Le auguro una buona giornata,certo lo lo lo lo io
Quanto costa il biglietto,lo lo lo io io
Dovrebbe arrivare tra qualche minuto,lo lei lo lo lo
Buonasera io sono Mario,lo lo io
Perfetto vorrei comprarne due.,lo lo lo lo
Tutto bene tu,lo io
