Truth,Decoded
Salve quanto costa quell articolo,ecco equantost quell articolo
Piacere Luigi come stai,piacere luigi come stai
E in offerta costa dieci euro,e in offerta costa dieci euro
"Certo volentieri, io lo prendero macchiato",prevopedealata
Piacere Luigi come stai,piacere come stai
Quanto costa il biglietto,predni lo gitsta
Le auguro una buona giornata,preauvo mario a girta
A che ora arriva il pullman,pero ora lo pmdan
Si grazie e arrivederci,prego
Va bene grazie lo stesso,pero a vrevegieduo
Prego,prego
Prendiamo un caffe al bar,prendiamo un all bar
Tutto bene tu,tutto bene io
Salve quanto costa quell articolo,a reqacedeuro
Perfetto vorrei comprarne due.,tra vordreadrededla
Tutto bene grazie,prtuto bene gazrti
