Truth,Decoded
Salve quanto costa quell articolo,certo lo lo so lo
A che ora arriva il pullman,a che ora arriva il pullman
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,e bene a lo stesso
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero pothiedre al autista
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacueo
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",prevoide costa
A che ora arriva il pullman,a e a lo un
Buongiorno io sono Mario,buona io
Certo ecco a lei vuole un sacchetto,e e vruoacli
Purtroppo non lo so pero potresti chiedere all autista,prego lipedeicl autista
Perfetto vorrei comprarne due.,e a voarora drdreo a
Prego,prego
