Truth,Decoded
Buongiorno io sono Mario,buononiniongono io
Prendiamo un caffe al bar,e e a a lo bene
Perfetto vorrei comprarne due.,ereorvro remue
Buonasera io sono Mario,buonoeri sono io
Tutto bene tu,butbobene tu
Piacere Luigi come stai,piacere uouomstai
Quanto costa il biglietto,uontot e bibto
Prego,mario
Tutto bene grazie,tutobnbe grazie
E in offerta costa dieci euro,e e ofriosicoicheuo
Dovrebbe arrivare tra qualche minuto,rtonbe a e si al si lo
"Certo volentieri, io lo prendero macchiato",rtonoteri io io podenmarcrito
Va bene grazie lo stesso,bene so
Piacere Luigi come stai,pruouomonm stai
A che ora arriva il pullman,lo lo arriva il pullman
Dovrebbe arrivare tra qualche minuto,rteb a rivre e lo so
