Truth,Decoded
Piacere Luigi come stai,piacere lo stai
Quanto costa il biglietto,preniliausta
Buonasera io sono Mario,bene tra io sono mario
Tutto bene tu,prego si
E in offerta costa dieci euro,e lei
Va bene grazie lo stesso,e e a arevi dieci
Dovrebbe arrivare tra qualche minuto,reaboe arrivare ducminuta
Prendiamo un caffe al bar,prendiamo urncafe al bar
Si grazie e arrivederci,e grazie
Le auguro una buona giornata,prendumoamaion a bar
Salve quanto costa quell articolo,a graquavluo
Tutto bene grazie,prego lei
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto io vorrei comprarne due
