Truth,Decoded
Buongiorno io sono Mario,lo lo lo lo io
Prego,lo
Le auguro una buona giornata,lo lo lo io
Buonasera io sono Mario,lo io lo io
Quanto costa il biglietto,lo lo lo lo lo luigi
E in offerta costa dieci euro,lo lo io lo lo lo
"Certo volentieri, io lo prendero macchiato",lo lo lo
Perfetto vorrei comprarne due.,lo lo lo lo
Si grazie e arrivederci,lo lo io io
Tutto bene grazie,non io
Certo ecco a lei vuole un sacchetto,lo a lo so lo lo
Prendiamo un caffe al bar,pero lo lo a
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo lo lo lo lo lo io lo un lo
Salve quanto costa quell articolo,lo lo lo lo io
Tutto bene tu,lo io
Buongiorno io sono Mario,pero lo lo e io
