Truth,Decoded
Salve quanto costa quell articolo,rtuoao io sono mario
A che ora arriva il pullman,a che ora arriva il pullman
Buonasera io sono Mario,buonoaora io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,tutto grazie
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero porosth chiedere al autista
Certo ecco a lei vuole un sacchetto,e lo ecco a lei vuole un dacurto
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",prego io io
A che ora arriva il pullman,e e ora il msan
Buongiorno io sono Mario,euro lei
Certo ecco a lei vuole un sacchetto,e e stai
Purtroppo non lo so pero potresti chiedere all autista,e io e dricl autista
Perfetto vorrei comprarne due.,e a e ora reidrelta
Prego,prego
