Truth,Decoded
Va bene grazie lo stesso,lo lo lo
Si grazie e arrivederci,euro lo
Certo ecco a lei vuole un sacchetto,euro lo lo lo
A che ora arriva il pullman,euro lo io io
Tutto bene grazie,euro a lo
Prego,lo lo
Prendiamo un caffe al bar,lo lo lo
Buongiorno io sono Mario,euro lo lo lo
E in offerta costa dieci euro,euro lo
Le auguro una buona giornata,a a lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo e e lo
Va bene grazie lo stesso,e lo
Si grazie e arrivederci,lo e io
Salve quanto costa quell articolo,e io lo
A che ora arriva il pullman,lo lo lo
Certo ecco a lei vuole un sacchetto,lo lo
