Truth,Decoded
Buonasera io sono Mario,bunoario
E in offerta costa dieci euro,preiei
Buongiorno io sono Mario,pero
Certo ecco a lei vuole un sacchetto,pretata stai a
Purtroppo non lo so pero potresti chiedere all autista,e lo lo lo lo pero io lo autista
Dovrebbe arrivare tra qualche minuto,pero riare tutto
"Certo volentieri, io lo prendero macchiato",certrotoiri io lo promacrio
Salve quanto costa quell articolo,e le lo lo un a io
Purtroppo non lo so pero potresti chiedere all autista,puropo un lo lo postestieche autista
Piacere Luigi come stai,piacere lo si
Le auguro una buona giornata,le lo una bonino
Quanto costa il biglietto,quanto so a io
Dovrebbe arrivare tra qualche minuto,lo grazie lo a so
Buonasera io sono Mario,buonasera sono mario
Perfetto vorrei comprarne due.,pefetrioi omlane
Tutto bene tu,tutobene tu
