Truth,Decoded
Buonasera io sono Mario,prinoe tra lo mario
E in offerta costa dieci euro,pero io
Buongiorno io sono Mario,pero tu
Certo ecco a lei vuole un sacchetto,pero a ora tu
Purtroppo non lo so pero potresti chiedere all autista,e lo lo e e si crierl autista
Dovrebbe arrivare tra qualche minuto,a pero vravared due minuto
"Certo volentieri, io lo prendero macchiato",certo orieri io il prendero macchiato
Salve quanto costa quell articolo,le come guanoa a un articolo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Piacere Luigi come stai,piacere luigi come stai
Le auguro una buona giornata,le auguro una buona giornata
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare so qualchemino
Buonasera io sono Mario,buonasera io sono mario
Perfetto vorrei comprarne due.,perfetoerivorei comprarne un
Tutto bene tu,tutto bene tu
