Truth,Decoded
Salve quanto costa quell articolo,setuo quanto costa lo articolo
Piacere Luigi come stai,piacere io come stai
E in offerta costa dieci euro,e in offerta costa dieci euro
"Certo volentieri, io lo prendero macchiato",prevdlua
Piacere Luigi come stai,piacere lo stai
Quanto costa il biglietto,e lo
Le auguro una buona giornata,prego mario tra
A che ora arriva il pullman,a bene non
Si grazie e arrivederci,e si
Va bene grazie lo stesso,prenza vreiei
Prego,prego
Prendiamo un caffe al bar,prendiamo un caffe bar
Tutto bene tu,qbuno bene lo
Salve quanto costa quell articolo,a regaiuo
Perfetto vorrei comprarne due.,tra opdalo
Tutto bene grazie,tutto io
