Truth,Decoded
Va bene grazie lo stesso,lo lo lo lo
Si grazie e arrivederci,bene lo
Certo ecco a lei vuole un sacchetto,euro lo lo lo
A che ora arriva il pullman,lo lo lo
Tutto bene grazie,bene e lo
Prego,certo
Prendiamo un caffe al bar,lo lo e io
Buongiorno io sono Mario,euro lo lo lo
E in offerta costa dieci euro,reaeo
Le auguro una buona giornata,lo lo lo
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo e certo
Va bene grazie lo stesso,lo
Si grazie e arrivederci,lo e lo
Salve quanto costa quell articolo,e e lo
A che ora arriva il pullman,lo lo lo
Certo ecco a lei vuole un sacchetto,lo lo io
