Truth,Decoded
Buongiorno io sono Mario,a un lo
Prego,a lo
Le auguro una buona giornata,a lo lo
Buonasera io sono Mario,a orarao
Quanto costa il biglietto,a ratao
E in offerta costa dieci euro,stai
"Certo volentieri, io lo prendero macchiato",a a io lo
Perfetto vorrei comprarne due.,a stai
Si grazie e arrivederci,a lo lo
Tutto bene grazie,a lo lo
Certo ecco a lei vuole un sacchetto,a a lo
Prendiamo un caffe al bar,a io a lo
Purtroppo non lo so pero potresti chiedere all autista,a lo lo io io stai
Salve quanto costa quell articolo,a a a certo
Tutto bene tu,a lo lo
Buongiorno io sono Mario,lo lo lo io
