Truth,Decoded
Salve quanto costa quell articolo,salve equan costa quell articolo
Piacere Luigi come stai,piacere luigi come stai
E in offerta costa dieci euro,e in offerta costa dieci euro
"Certo volentieri, io lo prendero macchiato",pero lo piede lei
Piacere Luigi come stai,piacere liocom stai
Quanto costa il biglietto,prenilisa
Le auguro una buona giornata,a a lo un coagre a glrnta
A che ora arriva il pullman,a a a valno e
Si grazie e arrivederci,grazie
Va bene grazie lo stesso,a grazie gvegieci
Prego,prego
Prendiamo un caffe al bar,prendiamo uncafe bar
Tutto bene tu,prego lei
Salve quanto costa quell articolo,a greagvavi e lo lo
Perfetto vorrei comprarne due.,a a a voaroa creidre lo
Tutto bene grazie,preagaei
