Truth,Decoded
Buongiorno io sono Mario,lo lo lo lo io
Prego,lo
Le auguro una buona giornata,lo un lo lo
Buonasera io sono Mario,euro io lo lo
Quanto costa il biglietto,pero lo lo lo lo e
E in offerta costa dieci euro,lo lo lo lo lo
"Certo volentieri, io lo prendero macchiato",ertoio tu lo lo lo
Perfetto vorrei comprarne due.,lo lo a
Si grazie e arrivederci,lo lo lo io
Tutto bene grazie,euro tu
Certo ecco a lei vuole un sacchetto,euro a lo un lo
Prendiamo un caffe al bar,pero lo lo a
Purtroppo non lo so pero potresti chiedere all autista,tutto lo lo lo lo lo lo lo tu utata
Salve quanto costa quell articolo,lo lo io
Tutto bene tu,euro tu
Buongiorno io sono Mario,lo lo lo un lo bene
