Truth,Decoded
Buonasera io sono Mario,prnorio mario
E in offerta costa dieci euro,preiri
Buongiorno io sono Mario,pero
Certo ecco a lei vuole un sacchetto,prenti a tidiro
Purtroppo non lo so pero potresti chiedere all autista,pero si io lo lo pertista
Dovrebbe arrivare tra qualche minuto,pero e e io
"Certo volentieri, io lo prendero macchiato",certotoeri lo lo promaiao
Salve quanto costa quell articolo,scelveuo ora io
Purtroppo non lo so pero potresti chiedere all autista,puroponon lo lo lo lo bar stai e lo a a costa
Piacere Luigi come stai,piacere oncom stai
Le auguro una buona giornata,euro una sono
Quanto costa il biglietto,qutono sono io io
Dovrebbe arrivare tra qualche minuto,lo lo lo a lo lo
Buonasera io sono Mario,tuosrio un mario
Perfetto vorrei comprarne due.,pebetroi omarane
Tutto bene tu,tutobene io
