Truth,Decoded
Buonasera io sono Mario,sbinoe tra io sono mario
E in offerta costa dieci euro,pero lei
Buongiorno io sono Mario,buona
Certo ecco a lei vuole un sacchetto,sbea lo aoraiaco lo
Purtroppo non lo so pero potresti chiedere all autista,prego lo costa si il autista
Dovrebbe arrivare tra qualche minuto,prego aoravrerduche minuto
"Certo volentieri, io lo prendero macchiato",certo eoltieri il lo prendero macchiato
Salve quanto costa quell articolo,setuo un una un articolo
Purtroppo non lo so pero potresti chiedere all autista,purtroponon lo so pero potresti chiedere al autista
Piacere Luigi come stai,piacere luigi come stai
Le auguro una buona giornata,le auguro una buona giornata
Quanto costa il biglietto,qutocosta il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arivaresoa qualche minuto
Buonasera io sono Mario,buonasera io sono mario
Perfetto vorrei comprarne due.,perfetervrei comprarne due
Tutto bene tu,tutto bene tu
