Truth,Decoded
Salve quanto costa quell articolo,ateua lo lo il atiloto
Piacere Luigi come stai,puacereoi so stai
E in offerta costa dieci euro,e e feraco stai io
"Certo volentieri, io lo prendero macchiato",prerodrsa
Piacere Luigi come stai,proioietai
Quanto costa il biglietto,tra io lo
Le auguro una buona giornata,e lo a a
A che ora arriva il pullman,prenaia lo mamatn
Si grazie e arrivederci,pero costa
Va bene grazie lo stesso,pero iaiei
Prego,prego
Prendiamo un caffe al bar,pereaia lo a lo a
Tutto bene tu,prego lo e si
Salve quanto costa quell articolo,srenguarai lo
Perfetto vorrei comprarne due.,pireoero opedredlsta
Tutto bene grazie,pteone io
