Truth,Decoded
Salve quanto costa quell articolo,lo io
Piacere Luigi come stai,lo lo io
E in offerta costa dieci euro,lo io io lo
"Certo volentieri, io lo prendero macchiato",e lo
Piacere Luigi come stai,e lo
Quanto costa il biglietto,e lo
Le auguro una buona giornata,e lo
A che ora arriva il pullman,lo lo
Si grazie e arrivederci,lo
Va bene grazie lo stesso,e lo
Prego,lo
Prendiamo un caffe al bar,lo lo
Tutto bene tu,e lo
Salve quanto costa quell articolo,lo
Perfetto vorrei comprarne due.,e lo e lo
Tutto bene grazie,e lo
