Truth,Decoded
Buongiorno io sono Mario,sono
Prego,lo
Le auguro una buona giornata,lo lo un lo lo lo
Buonasera io sono Mario,lo lo lo lo
Quanto costa il biglietto,lo un lo lo lo
E in offerta costa dieci euro,lo lo lo lo lo io io
"Certo volentieri, io lo prendero macchiato",lo lo lo lo oato
Perfetto vorrei comprarne due.,lo lo lo lo lo
Si grazie e arrivederci,lo lo lo lo
Tutto bene grazie,ruoato
Certo ecco a lei vuole un sacchetto,lo lo lo lo lo lo
Prendiamo un caffe al bar,lo lo lo lo bene
Purtroppo non lo so pero potresti chiedere all autista,lo lo un lo lo lo lo lo a lo
Salve quanto costa quell articolo,lo lo lo lo lo io io
Tutto bene tu,lo lo
Buongiorno io sono Mario,lo lo lo lo
