Truth,Decoded
Piacere Luigi come stai,piacere come stai
Quanto costa il biglietto,preisa
Buonasera io sono Mario,prego a lo mario
Tutto bene tu,pretegi
E in offerta costa dieci euro,prego
Va bene grazie lo stesso,e reagredi io lei
Dovrebbe arrivare tra qualche minuto,prego ravare due minuto
Prendiamo un caffe al bar,prendiamo uncafe bar
Si grazie e arrivederci,grazie
Le auguro una buona giornata,prego come a glirata
Salve quanto costa quell articolo,a greagaeuo
Tutto bene grazie,pretgzti
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetvorei comprarne due
