Truth,Decoded
Salve quanto costa quell articolo,e tu quanto costa il articolo
Piacere Luigi come stai,piacere luigi come stai
E in offerta costa dieci euro,e in offerta costa dieci euro
"Certo volentieri, io lo prendero macchiato",prego pinde aluao
Piacere Luigi come stai,piacere come stai
Quanto costa il biglietto,a e lo io io lo si costa
Le auguro una buona giornata,preadmo mario a gurta
A che ora arriva il pullman,a a oaravalon lo lo
Si grazie e arrivederci,tra si
Va bene grazie lo stesso,pero a a vreie lo
Prego,prego
Prendiamo un caffe al bar,prendiamo un caffe bar
Tutto bene tu,pero e lo
Salve quanto costa quell articolo,a reaqacie e euro
Perfetto vorrei comprarne due.,a a lo sono prota drecrece lo
Tutto bene grazie,tutto e io
