Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
Prego,prego
Le auguro una buona giornata,le euro una buona giornata
Buonasera io sono Mario,buonoserera lo lo mario
Quanto costa il biglietto,purteo lo come io
E in offerta costa dieci euro,e in oferacosiei euro
"Certo volentieri, io lo prendero macchiato",certo toeteri lo prendero macchiato
Perfetto vorrei comprarne due.,prfedor lei comprarne due
Si grazie e arrivederci,un e a vieieto
Tutto bene grazie,tutto bene io
Certo ecco a lei vuole un sacchetto,certo lo lei vuole un ecco
Prendiamo un caffe al bar,prendiamo un caffe lo bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero postoshehrere al autista
Salve quanto costa quell articolo,pero aeaito
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,tuonginrnrn io sono mario
