Truth,Decoded
Va bene grazie lo stesso,lo io
Si grazie e arrivederci,lo io
Certo ecco a lei vuole un sacchetto,lo lo lo lo
A che ora arriva il pullman,lo lo lo
Tutto bene grazie,reoeio
Prego,io
Prendiamo un caffe al bar,lo lo io
Buongiorno io sono Mario,lo lo io
E in offerta costa dieci euro,pero
Le auguro una buona giornata,lo a io
Purtroppo non lo so pero potresti chiedere all autista,lo lo lo e e e e io
Va bene grazie lo stesso,lo io
Si grazie e arrivederci,e e io
Salve quanto costa quell articolo,lo lo lo io
A che ora arriva il pullman,e lo lo lo lo
Certo ecco a lei vuole un sacchetto,lo a lo e io
