Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
Prego,prego
Le auguro una buona giornata,le auguro una buona giornata
Buonasera io sono Mario,buonasera lo io lo mario
Quanto costa il biglietto,prtueo lo il biglietto
E in offerta costa dieci euro,e in offerta lo io lei euro
"Certo volentieri, io lo prendero macchiato",certo olterio lo lo prendero macchiato
Perfetto vorrei comprarne due.,perfetovrei comprarne due
Si grazie e arrivederci,pero lo lo veirtito
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo sono lei vuole un sacueo
Prendiamo un caffe al bar,prendiamo un caffe al bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero postoshehrere a lo autista
Salve quanto costa quell articolo,certo e lo lo mario
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buongiorno io sono mario
