Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
Prego,prego
Le auguro una buona giornata,le auguro una buona giornata
Buonasera io sono Mario,buonasrnao io sono mario
Quanto costa il biglietto,tutto lo il biglietto
E in offerta costa dieci euro,e in ofertacosi lei euro
"Certo volentieri, io lo prendero macchiato",certo olteri io lo prendero macchiato
Perfetto vorrei comprarne due.,perfetorei comprarne due
Si grazie e arrivederci,ora lo va vleiclo
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un ecco
Prendiamo un caffe al bar,prendiamo un caffe al bar
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero costa chiedere al autista
Salve quanto costa quell articolo,certo lo comauito
Tutto bene tu,tutto bene tu
Buongiorno io sono Mario,buongiorno io sono mario
