Truth,Decoded
Buongiorno io sono Mario,buongonrnrio sono mario
Prendiamo un caffe al bar,prenar a a lo bar
Perfetto vorrei comprarne due.,pcertetovri comprarne due
Buonasera io sono Mario,buonasera io sono mario
Tutto bene tu,tutto bene tu
Piacere Luigi come stai,piacerelui come stai
Quanto costa il biglietto,quanto costa il si lo
Prego,prego
Tutto bene grazie,tutto bene grazie
E in offerta costa dieci euro,e io ofertosta io lo
Dovrebbe arrivare tra qualche minuto,drvronb a ravare tra qualche minuto
"Certo volentieri, io lo prendero macchiato",certonvoentiri io lo prendero macchiato
Va bene grazie lo stesso,tutene so
Piacere Luigi come stai,piacere sono stai
A che ora arriva il pullman,a lo ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,drob a arrivare tra al che sono
