Truth,Decoded
Buonasera io sono Mario,pero io
E in offerta costa dieci euro,pero io
Buongiorno io sono Mario,pero io
Certo ecco a lei vuole un sacchetto,pero io
Purtroppo non lo so pero potresti chiedere all autista,euro io
Dovrebbe arrivare tra qualche minuto,pero io io
"Certo volentieri, io lo prendero macchiato",a lo a a lo
Salve quanto costa quell articolo,a lo
Purtroppo non lo so pero potresti chiedere all autista,a a a lo
Piacere Luigi come stai,a a lo
Le auguro una buona giornata,a a a lo
Quanto costa il biglietto,a lo a lo
Dovrebbe arrivare tra qualche minuto,a lo a lo
Buonasera io sono Mario,a a lo
Perfetto vorrei comprarne due.,a a lo lo
Tutto bene tu,a a lo
