Truth,Decoded
Salve quanto costa quell articolo,salve equantocosta quell articolo
Piacere Luigi come stai,piacere luigi come stai
E in offerta costa dieci euro,e in offerta costa dieci euro
"Certo volentieri, io lo prendero macchiato",pero lo pide lei
Piacere Luigi come stai,piacere liocom stai
Quanto costa il biglietto,tu bene lo gita
Le auguro una buona giornata,pero lo moarea gurnta
A che ora arriva il pullman,a a ora valnomsn
Si grazie e arrivederci,grazie
Va bene grazie lo stesso,a reaza ieiegieui
Prego,bene
Prendiamo un caffe al bar,prendiamo una bar
Tutto bene tu,prutoiei si
Salve quanto costa quell articolo,a gregavie un
Perfetto vorrei comprarne due.,a a a vrorora lridrela
Tutto bene grazie,quanto un giete
