Truth,Decoded
Salve quanto costa quell articolo,salve equantocosta quell articolo
Piacere Luigi come stai,piacereuoigi come stai
E in offerta costa dieci euro,e in offerta costa dieci euro
"Certo volentieri, io lo prendero macchiato",prego pide a
Piacere Luigi come stai,piacere igigio stai
Quanto costa il biglietto,pureoni io le gitsta
Le auguro una buona giornata,pero lo lo mario a brata
A che ora arriva il pullman,a a e va sono a
Si grazie e arrivederci,pirezi
Va bene grazie lo stesso,prego gieieri
Prego,prego
Prendiamo un caffe al bar,prendiamo lo uncafe bar
Tutto bene tu,certo bene giri
Salve quanto costa quell articolo,a graganvieuro
Perfetto vorrei comprarne due.,tra lo lo lo ora due cedelsa
Tutto bene grazie,pirea lo si
