Truth,Decoded
Va bene grazie lo stesso,a lo e lo a a lo lo lo mario
Si grazie e arrivederci,lo lo lo a a a ora a lo mario
Certo ecco a lei vuole un sacchetto,lo lo lo e lo lo lo lo lo a io
A che ora arriva il pullman,lo e lo lo a a a a lo raear io
Tutto bene grazie,a lo lo lo lo lo lo lo lo mario
Prego,lo lo lo lo lo lo lo lo lo mario
Prendiamo un caffe al bar,a lo lo e lo lo a lo lo tra io
Buongiorno io sono Mario,lo lo lo lo lo lo lo lo lo mario
E in offerta costa dieci euro,a e lo rlslriao
Le auguro una buona giornata,lo e io ieaoao
Purtroppo non lo so pero potresti chiedere all autista,non in in e io e e lo
Va bene grazie lo stesso,e e aeltso
Si grazie e arrivederci,lo lo lo lo
Salve quanto costa quell articolo,a e e lo e aelrtso
A che ora arriva il pullman,lo a e tu ritao
Certo ecco a lei vuole un sacchetto,un a e e io ltoao
