Truth,Decoded
Buonasera io sono Mario,pbinioe a io sono mario
E in offerta costa dieci euro,e giedeo
Buongiorno io sono Mario,buona lo
Certo ecco a lei vuole un sacchetto,pero lo a traici
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo costa si a il autista
Dovrebbe arrivare tra qualche minuto,prego ravareuduche una
"Certo volentieri, io lo prendero macchiato",certo vorrei io lo prendero macchiato
Salve quanto costa quell articolo,le come sono e un aiclo
Purtroppo non lo so pero potresti chiedere all autista,purtroponon lo so pero potresti chiedere al autista
Piacere Luigi come stai,piacere luigi come stai
Le auguro una buona giornata,le auguro una buona giota
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare so qulchemnto
Buonasera io sono Mario,buona aserao io sono mario
Perfetto vorrei comprarne due.,prfetoerireicomprarneue
Tutto bene tu,tutto bene tu
