Truth,Decoded
Buonasera io sono Mario,bene io
E in offerta costa dieci euro,prego
Buongiorno io sono Mario,e io
Certo ecco a lei vuole un sacchetto,pero
Purtroppo non lo so pero potresti chiedere all autista,perfetto
Dovrebbe arrivare tra qualche minuto,prenoeiei
"Certo volentieri, io lo prendero macchiato",lo lo e si lo so loliato
Salve quanto costa quell articolo,lo lo lo lo a io
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo lo lo lo io tutto
Piacere Luigi come stai,lo lo lo lo io
Le auguro una buona giornata,a lo lo lo lo io
Quanto costa il biglietto,tutto lo e io
Dovrebbe arrivare tra qualche minuto,tutto io lo lo
Buonasera io sono Mario,lo io lo io
Perfetto vorrei comprarne due.,lo lo lo le
Tutto bene tu,lo io
