Truth,Decoded
Buonasera io sono Mario,iririo
E in offerta costa dieci euro,io
Buongiorno io sono Mario,irito
Certo ecco a lei vuole un sacchetto,io
Purtroppo non lo so pero potresti chiedere all autista,nrilto
Dovrebbe arrivare tra qualche minuto,si io
"Certo volentieri, io lo prendero macchiato",lo a a io e lo lo
Salve quanto costa quell articolo,a bene e a lo
Purtroppo non lo so pero potresti chiedere all autista,a due si riru e e lo lo
Piacere Luigi come stai,a a a e lo lo lo
Le auguro una buona giornata,io tu e si io e lo lo
Quanto costa il biglietto,a a io a lo lo
Dovrebbe arrivare tra qualche minuto,a si tu io e e lo lo
Buonasera io sono Mario,a a a a e lo io lo
Perfetto vorrei comprarne due.,a a a io io lo lo lo
Tutto bene tu,a a a si a lo lo lo
