Truth,Decoded
Salve quanto costa quell articolo,certo sono e lo lo
A che ora arriva il pullman,a che ora arriva il pullman
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,e bene grazie stesso
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero costa cerare al autista
Certo ecco a lei vuole un sacchetto,e lo ocoaleivuole un si euro
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",pero va due alhia
A che ora arriva il pullman,a io e a al e euro
Buongiorno io sono Mario,buona
Certo ecco a lei vuole un sacchetto,prego ostilgte
Purtroppo non lo so pero potresti chiedere all autista,purtro e lo lo lo stai criedrl autista
Perfetto vorrei comprarne due.,a a vororta lriadre due
Prego,prego
