Truth,Decoded
Va bene grazie lo stesso,bene si sono
Si grazie e arrivederci,certo e io sono
Certo ecco a lei vuole un sacchetto,lo lo a a io lo lo lo maiato
A che ora arriva il pullman,tu stai lo lo
Tutto bene grazie,a non io
Prego,lo
Prendiamo un caffe al bar,e lo lo a lo
Buongiorno io sono Mario,buononoi io so lo io
E in offerta costa dieci euro,e sono
Le auguro una buona giornata,buonaona
Purtroppo non lo so pero potresti chiedere all autista,prononon un a si si e lo iata
Va bene grazie lo stesso,bene tra e so
Si grazie e arrivederci,bene a a io lo
Salve quanto costa quell articolo,a a lo una io
A che ora arriva il pullman,a va un lo lo
Certo ecco a lei vuole un sacchetto,sono a a lo lo un ecco
