Truth,Decoded
Buongiorno io sono Mario,buoioniornr io sono mario
Tutto bene grazie,lo bene grazie
Buonasera io sono Mario,roaseraio sono mario
Tutto bene tu,lo bene un
"Certo volentieri, io lo prendero macchiato",certo oentir lo prendero mario
A che ora arriva il pullman,e che arriva un pman
Va bene grazie lo stesso,a bene reaele sono
Si grazie e arrivederci,si e e rzezesesi
Quanto costa il biglietto,e certo
Prego,prego
Le auguro una buona giornata,le auguro un buona aorata
Perfetto vorrei comprarne due.,perteri comprarnedue
Certo ecco a lei vuole un sacchetto,certo lo a e io vuole un certo
Purtroppo non lo so pero potresti chiedere all autista,pronororehreare autista
Prendiamo un caffe al bar,prdamou e al a
Dovrebbe arrivare tra qualche minuto,dovrob e arare a al e tutto
