Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
Prendiamo un caffe al bar,prendiamo un a al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buona a io sono mario
Tutto bene tu,tutto bene tu
Piacere Luigi come stai,piacere lei come stai
Quanto costa il biglietto,quanto costa il biglietto
Prego,prego
Tutto bene grazie,tutto bene grazie
E in offerta costa dieci euro,e in offerta costa dieci euro
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Va bene grazie lo stesso,tutntbene aeteso
Piacere Luigi come stai,piacere un non stai
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
