Truth,Decoded
Piacere Luigi come stai,piacere io come stai
Quanto costa il biglietto,prego a
Buonasera io sono Mario,binoeaor io sono mario
Tutto bene tu,preteti
E in offerta costa dieci euro,lei
Va bene grazie lo stesso,e lo si
Dovrebbe arrivare tra qualche minuto,certo arrivare e
Prendiamo un caffe al bar,prendiamo lo urncafe al a
Si grazie e arrivederci,prego
Le auguro una buona giornata,tra io a prego tra
Salve quanto costa quell articolo,piacerezuigog si
Tutto bene grazie,pero io
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
