Truth,Decoded
Piacere Luigi come stai,piacere io stai
Quanto costa il biglietto,purenilista
Buonasera io sono Mario,rinoe a io sono mario
Tutto bene tu,prego un si
E in offerta costa dieci euro,e gregigro
Va bene grazie lo stesso,e raza vreiuri
Dovrebbe arrivare tra qualche minuto,e reazo arrivare due minuto
Prendiamo un caffe al bar,prendiamo urncafe al bar
Si grazie e arrivederci,grazie
Le auguro una buona giornata,prendiamo amaien a giornata
Salve quanto costa quell articolo,a grauanv euro
Tutto bene grazie,prego lei
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto io vorrei comprarne due
