Truth,Decoded
Va bene grazie lo stesso,qabe grazie estaqueo
Si grazie e arrivederci,sirtro io e aemieo
Certo ecco a lei vuole un sacchetto,certo ecco lo lo lo le va si
A che ora arriva il pullman,e che ora arriva a il lo un
Tutto bene grazie,qtoe a costaque lo
Prego,prego
Prendiamo un caffe al bar,prego ucef lo a
Buongiorno io sono Mario,purepop mario
E in offerta costa dieci euro,e in offerta uiedue lo
Le auguro una buona giornata,le auguro una buona giornata
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene grazie lo sono
Si grazie e arrivederci,bene arivdierco
Salve quanto costa quell articolo,salve quanto cosaul articolo
A che ora arriva il pullman,a che ora arriva il pullman
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
