Truth,Decoded
Buongiorno io sono Mario,buonioninrio sono mario
Tutto bene grazie,lo bene grazie
Buonasera io sono Mario,toaeraio sono mario
Tutto bene tu,lo bene a
"Certo volentieri, io lo prendero macchiato",certeoetiri io lo e e mario
A che ora arriva il pullman,e che arriva lo pmae
Va bene grazie lo stesso,va bene aivae e sono
Si grazie e arrivederci,va e rzezeso
Quanto costa il biglietto,toerglto
Prego,pero
Le auguro una buona giornata,le un buona tra
Perfetto vorrei comprarne due.,perteneri io lo mparne
Certo ecco a lei vuole un sacchetto,ctoco io tu lo un certo
Purtroppo non lo so pero potresti chiedere all autista,prononoerieare uaiato
Prendiamo un caffe al bar,prego un a a a
Dovrebbe arrivare tra qualche minuto,drob arrivare tu al e un
