Truth,Decoded
Buonasera io sono Mario,prinoe a io sono mario
E in offerta costa dieci euro,a gregigi
Buongiorno io sono Mario,buogit
Certo ecco a lei vuole un sacchetto,pero vorotrac si
Purtroppo non lo so pero potresti chiedere all autista,pero lo lo lo lo si al autista
Dovrebbe arrivare tra qualche minuto,a pero voravare due minuto
"Certo volentieri, io lo prendero macchiato",certo orierioio prendero macchiato
Salve quanto costa quell articolo,le lo buona a unaicolto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere al autista
Piacere Luigi come stai,piacere luigi come stai
Le auguro una buona giornata,le auguro una buona giornata
Quanto costa il biglietto,quanto costa il biglietto
Dovrebbe arrivare tra qualche minuto,dovrebbe arriva so qualche minuto
Buonasera io sono Mario,buonasera io sono mario
Perfetto vorrei comprarne due.,pefutoervorei comprarne un
Tutto bene tu,tutto bene tu
