Truth,Decoded
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene grazie,tutto bene grazie
Buonasera io sono Mario,buonasera io sono mario
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che arriva il pullman
Va bene grazie lo stesso,va bene grazie lo stesso
Si grazie e arrivederci,va bene grzezesi
Quanto costa il biglietto,tutto costa io biglto
Prego,prego
Le auguro una buona giornata,le auguro una buona giornata
Perfetto vorrei comprarne due.,perfetto va lei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Purtroppo non lo so pero potresti chiedere all autista,prtropnon lo lo pero potrestiehrere autista
Prendiamo un caffe al bar,prendiamo che al bar
Dovrebbe arrivare tra qualche minuto,dovrebeariare tra qualche minuto
