Truth,Decoded
Salve quanto costa quell articolo,rteo a io sono so
A che ora arriva il pullman,a che ora arriva il pullman
Buonasera io sono Mario,buonasera io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Prendiamo un caffe al bar,prendiamo un caffe al bar
Va bene grazie lo stesso,tutto grazie stesso
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero costa chiedere al autista
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacueto
Tutto bene tu,tutto bene tu
"Certo volentieri, io lo prendero macchiato",prevoide al
A che ora arriva il pullman,e e mario lo bene
Buongiorno io sono Mario,euro lo
Certo ecco a lei vuole un sacchetto,e e lei
Purtroppo non lo so pero potresti chiedere all autista,prego costa
Perfetto vorrei comprarne due.,e a voarorididrene lo
Prego,prego
