Truth,Decoded
Piacere Luigi come stai,piacere io stai
Quanto costa il biglietto,prego
Buonasera io sono Mario,binioe ora io sono mario
Tutto bene tu,prego e si
E in offerta costa dieci euro,prego
Va bene grazie lo stesso,e bene a vriuri
Dovrebbe arrivare tra qualche minuto,e bene io voravare due
Prendiamo un caffe al bar,prendiamo un caffe al
Si grazie e arrivederci,pgreazci
Le auguro una buona giornata,tra lo capron a una
Salve quanto costa quell articolo,a greaganvo euro
Tutto bene grazie,prego grazie
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
