Truth,Decoded
Piacere Luigi come stai,piacere io stai
Quanto costa il biglietto,prenlsa
Buonasera io sono Mario,binor a io sono mario
Tutto bene tu,prego egieo
E in offerta costa dieci euro,prego
Va bene grazie lo stesso,e e vieiri
Dovrebbe arrivare tra qualche minuto,preazio ioravarei due minuto
Prendiamo un caffe al bar,prendiamo un e bar
Si grazie e arrivederci,sigreazci
Le auguro una buona giornata,tra un lo non io a giornata
Salve quanto costa quell articolo,a reauanvi euro
Tutto bene grazie,prego
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Buongiorno io sono Mario,buongiorno io sono mario
Tutto bene tu,tutto bene tu
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
